
date;_sale_id;_product_id;category;quantity;unit_price;discount;country;payment_method
2024-07-29;ed1aab7d-ae94-44ba-8b44-6de542a82db8;904174368059;Books;1;29.99;0.0;Colombia;Bitcoin
2024-01-16;d15e5aad-5a68-4fab-9e58-5d05077a342e;122031162652;Electronics;6;2399.99;0.05;España;Bank Transfer
2024-11-28;acc970da-9cc2-4cbc-a1c1-f74a1f0c9e12;210302612284;Home;5;89.99;0.0;España;Bitcoin
2024-05-19;5c4da995-1c80-4be1-ac19-63f41be2e858;848072166921;Food;9;12.99;0.0;Chile;Bitcoin
2024-08-23;10e62b4a-e52d-4b80-a5a7-07a0dcfe87c2;774974384520;Toys;3;29.99;0.0;Chile;PayPal
2024-01-11;59ae1108-9729-4eaa-b69b-6dd61d5cb799;575247976916;Toys;7;5.99;0.0;Colombia;Bank Transfer
2024-08-02;35e74058-263d-45d6-85de-8489dd3d56af;837934934965;Toys;9;49.99;0.2;Perú;Credit Card
2024-05-30;d4a25765-a5a0-439a-bf5e-4befbc3106cd;804170564132;Home;2;89.99;0.1;España;Credit Card
2024-06-03;f6ec6076-02e5-490e-89a0-f59c4f8c0362;212765798244;Toys;4;499.99;0.1;México;Cash
2024-03-28;ed6804c9-ba90-45fc-ae51-ed369eda346c;659318948375;Electronics;4;999.99;0.15;Chile;PayPal
2024-05-27;b692c134-e028-44a7-863d-f0ed77073bf1;352001681598;Home;6;499.99;0.05;México;Cash
2024-06-28;bf9a1af5-96e1-4f06-bbdb-67c7d27f72c8;508305956611;Food;10;9.99;0.0;Chile;Cash
2024-01-31;dcb9de3d-9362-4586-ab4f-9ea1507e0e71;454449596611;Books;7;14.99;0.0;España;Bank Transfer
2024-08-21;e1c47666-9ba7-4f3b-82ea-5fbf8541e9da;391477037232;Electronics;6;2399.99;0.1;México;PayPal
2024-05-04;04e1da59-44c6-4c11-8f8c-9fb1b3a83a8a;774531119102;Food;1;24.99;0.05;Argentina;Bitcoin
2024-06-19;7c0dfb6e-9ca3-4f06-b0ff-ee5865a856de;821177107632;Electronics;9;2399.99;0.05;Perú;Credit Card
2024-01-10;05a49ee6-b580-4d82-91af-982942a54f83;923362629555;Books;7;29.99;0.0;Chile;Cash
2024-06-05;33cbfa69-75ed-4dfb-9e03-50756eb02d6e;452511498419;Food;6;12.99;0.2;España;Cash
2024-06-10;afb784d9-1f32-4b83-a17d-16199de825a1;502562695567;Toys;3;29.99;0.0;Chile;Debit Card
2024-04-09;2e73053b-fdd2-46a2-9c0d-b93f4955162d;210279033759;Toys;1;49.99;0.0;Perú;Debit Card
2024-02-13;fbb7fb66-d22a-4378-a462-2b9aa5d8d13a;545906252878;Clothing;10;129.99;0.0;Colombia;PayPal
2024-08-30;7dbea3e7-ca8c-4815-8ebe-a83187a50a04;890462794784;Home;3;699.99;0.05;México;Bank Transfer
2024-09-15;07919a4a-7ce8-4a58-a7fc-b951a4059905;825067945944;Toys;7;499.99;0.0;Argentina;Bitcoin
2024-12-28;63b2accf-86c1-4c9a-9081-8dd2ab86a67c;147579716549;Home;9;89.99;0.0;Argentina;Bank Transfer
2024-02-29;fcf33de5-858e-422c-8613-d34f383802bc;201214160403;Clothing;6;39.99;0.0;México;Cash
2024-02-12;3990dd2b-b45b-4721-91d7-ae962fac6421;617912048384;Food;5;1.99;0.1;Argentina;PayPal
2024-03-05;76ba1d2c-63d1-4edd-b1f9-8903dd778500;534909758994;Home;4;89.99;0.0;España;Bank Transfer
2024-01-02;d300cde7-38a8-4f48-a5d1-7ec53d876519;763721385735;Books;4;14.99;0.05;Perú;PayPal
2024-11-02;3a2104ed-f793-43ef-8866-987122a3d705;699227285230;Electronics;6;2399.99;0.0;España;Bitcoin
2024-05-08;5c3277d7-0069-41d0-865d-fda84806a9d7;179358263750;Home;1;159.99;0.0;Chile;Bank Transfer
2024-04-06;8e933f49-fd78-4c0f-892b-49517d1eb16b;863863505779;Toys;6;29.99;0.0;Argentina;Credit Card
2024-08-03;8e493b0b-493d-4f8d-9edd-6086e178e15e;477358190900;Food;9;12.99;0.05;México;Cash
2024-02-13;b7f88fa1-98ee-4f44-a2ad-99cb649ba1e6;477669144536;Toys;9;5.99;0.1;España;Cash
2024-09-15;3b4f0107-43d1-4195-9c4a-bbb735eb2061;674089125786;Food;9;1.99;0.1;Perú;Credit Card
2024-07-31;2f4769d7-5721-477d-9620-860f8b407241;457118769347;Toys;1;49.99;0.0;Colombia;Debit Card
2024-06-12;f5847b97-5519-4a3f-b465-8a7ba55372c7;721567793952;Electronics;7;999.99;0.1;Colombia;Bitcoin
2024-10-01;4a19f306-179c-4b19-9bb5-4b88a3404ca6;359275329734;Home;1;499.99;0.05;México;PayPal
2024-10-21;e37346b8-16dd-4e90-9f78-bb4ed35d5e34;809176871695;Books;10;24.99;0.0;Perú;Bitcoin
2024-02-22;43b0dde4-b841-486e-9bc6-22fe0444c31c;545227465599;Books;4;29.99;0.1;España;Bank Transfer
2024-03-22;06457795-8cfc-408d-af26-567ce70ce552;166000017647;Electronics;9;2399.99;0.05;Chile;PayPal
2024-06-24;b86a8609-a7bc-4deb-bc04-823e1ef011b0;820116523429;Electronics;4;799.99;0.2;México;Bitcoin
2024-08-30;9584b5f0-8ebf-4f36-ae7f-4a34a11d06c6;452012562539;Electronics;8;1199.99;0.0;Chile;Credit Card
2024-10-19;6af2004c-fc0a-45a7-a23d-ec9c9cc0699a;713336274428;Home;5;159.99;0.2;España;Cash
2024-07-22;9a8334f4-753b-4745-9f25-7c38e4ee3f5c;482447715367;Home;8;699.99;0.05;Colombia;Cash
2024-12-13;14e8572f-1142-4e43-801a-9c968af628fd;139387318091;Clothing;3;199.99;0.05;España;PayPal
2024-11-19;e3da17e4-f52a-4763-935e-945e1ebb4eda;635234590597;Home;5;499.99;0.0;España;Bitcoin
2024-02-12;73731f26-c3cf-44d2-aaee-3f47ed1b6d27;829122916248;Clothing;3;129.99;0.0;España;Credit Card
2024-01-18;d1930361-85fb-4ccd-bfb7-5ba6f38fd390;652945327362;Clothing;3;199.99;0.0;Perú;Bitcoin
2024-05-24;7f09147c-8217-464e-b842-fad94da8de33;457103499255;Food;8;9.99;0.0;México;Bitcoin
2024-04-15;aeb0f19e-f298-46af-9d68-9b2b0fc82328;342184619687;Books;3;24.99;0.1;México;Bank Transfer
2024-07-14;d3508fac-4ffb-44aa-bb2f-d020bd24f557;526842705655;Clothing;10;39.99;0.05;México;Debit Card
2024-05-04;08ae8509-5a46-4dc0-8dd3-c1832ebf53c2;737309124511;Food;4;9.99;0.1;Perú;Credit Card
2024-03-18;48a9aad8-7211-461e-ac2c-5b93172580af;815279288869;Clothing;5;79.99;0.2;México;PayPal
2024-08-19;88205321-e4e9-4204-844c-23e7293558d2;182741130960;Food;9;1.99;0.05;España;Bank Transfer
2024-01-23;e8243881-c996-41a2-90ab-d9969952dfc4;989915747843;Electronics;2;1199.99;0.05;México;Bank Transfer
2024-03-03;1dc3cd3f-1b34-4011-9b57-8ec420ea58a1;365349951623;Clothing;2;39.99;0.0;España;Debit Card
2024-07-27;2424e4cd-c949-48e8-92e6-5a7b82b1a121;510746479717;Clothing;7;129.99;0.0;España;Debit Card
2024-10-08;345caea5-2cc5-4790-8e24-f12ad7f95996;799157878930;Books;7;14.99;0.0;Argentina;PayPal
2024-05-26;b01faa56-fa03-44b8-82b8-f02a31915ff0;257811137937;Clothing;5;79.99;0.0;Colombia;Credit Card
2024-07-23;77849b6e-7cc6-44a9-b2fd-7314af9e51d9;297550454639;Electronics;1;799.99;0.15;España;Debit Card
2024-07-20;7a073dcc-6414-4fe5-8ffd-22ed7bf520d4;731271184706;Home;10;89.99;0.0;Chile;PayPal
2024-05-18;53b371ac-6072-408d-959b-9c8a6ae11317;434307867044;Electronics;5;799.99;0.0;Colombia;PayPal
2024-12-19;3ded72a6-4705-4e4e-b695-61169948ce4a;853586672047;Electronics;2;999.99;0.15;México;Bitcoin
2024-06-26;a14d0423-cf7a-4732-964c-3d050082c518;236240412390;Home;1;159.99;0.2;España;Cash
2024-04-22;0bb16726-5572-4f7f-a003-af1f0934c4dc;666314885207;Home;1;159.99;0.1;Argentina;Bitcoin
2024-04-13;b68aacde-5b02-425f-b264-1490bbd61266;935707643623;Electronics;1;2399.99;0.2;España;Bank Transfer
2024-11-02;039cea6a-fe03-43e1-a397-a0a6c51481d9;503373803206;Home;8;89.99;0.1;México;Bank Transfer
2024-10-09;a18df475-7c4d-4bfc-b423-0ff054da36fa;694377469105;Books;5;14.99;0.1;España;PayPal
2024-02-05;133e35e4-f52e-4d7a-be76-3622c1fa6c43;190063137384;Electronics;4;799.99;0.0;España;PayPal
2024-02-25;f254d33a-4872-4df8-be98-3d6093ee104b;299782868972;Books;6;24.99;0.15;Argentina;Cash
2024-01-18;42ca10dc-71f2-4f3e-8f08-c881e5a1c216;143270941523;Toys;9;29.99;0.1;Chile;Bank Transfer
2024-01-03;6f3c366f-6d06-4fef-a145-1bc8af3bb2bf;842587643490;Toys;10;29.99;0.0;Chile;Debit Card
2024-10-31;3202b1df-5776-4821-af2d-fbcc5c7b800a;476124845727;Toys;3;29.99;0.0;México;Bitcoin
2024-10-23;afe86c97-74bc-4f05-9ff4-08d8900741f8;423312496982;Food;2;12.99;0.0;Chile;Bitcoin
2024-07-12;ed2d498e-6871-4daa-9530-1b7fe2286aa4;218475489021;Home;8;89.99;0.0;Chile;Cash
2024-02-20;1f705935-76b6-4cbb-a660-3f11d69d9b34;502918022947;Toys;4;5.99;0.05;Chile;Bank Transfer
2024-11-08;2ac761d5-8170-42ba-a3fa-7428091e40d4;333907953472;Toys;1;5.99;0.05;México;Credit Card
2024-10-30;d48ea30e-89a6-4dc0-a273-49dde2edfaa9;573146046894;Electronics;6;1199.99;0.1;Colombia;Bank Transfer
2024-07-15;8a62d9c4-eb37-4434-a5e0-f16b4d88b17d;287117656353;Food;6;1.99;0.05;Chile;Credit Card
2024-09-03;10e40a23-b243-4d7e-8cef-62d9e7cd2d9b;952703191049;Electronics;8;1199.99;0.1;España;Cash
2024-05-28;46ee54be-abc7-4bf9-8067-6e9bb1605bcf;420165801739;Toys;5;5.99;0.0;España;Credit Card
2024-05-14;d9808873-b71a-4e7e-ace3-9170260fbbb4;929873852856;Clothing;4;129.99;0.05;España;Bitcoin
2024-06-01;ddda2a8d-b2c6-4662-beb2-2e4824042063;403522633509;Home;2;89.99;0.05;Chile;Bank Transfer
2024-04-03;2e2a4b7a-3e89-40c5-a337-6bc74c3ab2c6;752178153393;Food;9;12.99;0.0;México;Debit Card
2024-04-06;32217635-6d8a-4118-852e-7b025d1c5e6a;735791895680;Toys;7;5.99;0.1;México;Bitcoin
2024-11-23;74b3783d-02bb-4186-b951-631c021434b5;474996387359;Clothing;10;39.99;0.15;Chile;Credit Card
2024-10-04;fb4acc43-14ae-437f-bb9b-8875f7047c95;431858732236;Toys;9;49.99;0.1;Perú;Credit Card
2024-02-20;ca1f18ef-3b00-4227-9027-99928eeb15e1;699323466999;Clothing;8;129.99;0.1;Argentina;Cash
2024-02-29;435239dc-e255-48b7-8cbc-c75e06d9c9e0;901411060235;Food;7;24.99;0.0;Perú;Bitcoin
2024-01-31;7b0d3430-73f7-4491-bf65-b24bf19ee19d;381196939401;Home;7;89.99;0.0;Argentina;Credit Card
2024-07-26;01f6341d-a371-4896-9b92-0b83bc3a787e;491455035464;Electronics;9;1199.99;0.05;Argentina;Debit Card
2024-04-07;1a8a316c-1f3a-4408-b862-d5174143c34f;897597104577;Electronics;3;999.99;0.0;Chile;Bank Transfer
2024-10-08;b223d7a4-c849-47ed-9fff-a21a1a0f1980;638798651063;Food;1;12.99;0.0;Perú;Debit Card
2024-03-21;2068d6db-32ac-4e9f-a8bb-56f14919b6d4;511731512071;Food;10;9.99;0.1;Colombia;PayPal
2024-12-17;aa059913-b627-4664-8ea7-fdd8baa9ab77;158515694584;Food;8;9.99;0.0;Argentina;PayPal
2024-09-21;6cef0952-fe2b-4ff2-827d-634aa9cc410c;416853189066;Toys;4;5.99;0.0;Perú;Credit Card
2024-12-11;090f1362-6702-4e4f-beee-e77d19740d7b;517208814510;Toys;4;49.99;0.05;Argentina;Bank Transfer
2024-01-05;a50d6325-c5ba-4cf4-8ea7-02fbc0540623;931646649763;Clothing;8;79.99;0.05;Chile;Bitcoin
2024-01-02;4717a597-9561-4242-a61c-eb465cf30c4a;889498689373;Food;6;12.99;0.0;Perú;Bank Transfer
2024-02-28;e331c91b-80df-4979-8d82-5bb805c82b54;675012608420;Clothing;5;129.99;0.0;México;Debit Card
2024-07-10;e4c87ae9-ece2-4591-957b-f85b54a38e77;252149968794;Food;2;12.99;0.0;Argentina;PayPal
2024-02-24;8c9a8cc9-b4df-477c-8be8-e39389de3073;769937969197;Clothing;1;129.99;0.0;Colombia;PayPal
2024-07-17;7c560d8c-c7ec-4168-950f-54db05ee1882;331005418897;Food;10;1.99;0.05;España;Bitcoin
2024-04-02;ee3c48bd-98d0-4075-9780-d437ae3bd702;667699028593;Toys;9;29.99;0.15;Argentina;Bitcoin
2024-05-10;86633dcd-a894-4006-a92e-dcd4661ef84e;830510713288;Toys;6;49.99;0.0;Argentina;PayPal
2024-11-30;b029785d-5585-4e97-93cc-cdc02170060e;325886212877;Food;5;24.99;0.0;Perú;Credit Card
2024-03-12;0f2f1499-a813-4c60-a6f1-aaefec5b2f1c;650016028601;Electronics;10;2399.99;0.15;Colombia;PayPal
2024-12-18;44be7f38-2791-4ac4-8eb4-72c3bcf1cf5a;211512348880;Home;2;699.99;0.15;Colombia;Bank Transfer
2024-03-27;ac47fa28-4850-4f71-b580-77bdb72ba3d8;456613142476;Clothing;4;199.99;0.0;Chile;Bitcoin
2024-05-30;d465a177-8804-4c39-bf9f-a27eb3a5fde1;505034347351;Clothing;6;79.99;0.0;Chile;Bank Transfer
2024-02-17;e42a4b01-213d-4a69-ae35-6f2998369c61;959235577215;Clothing;3;129.99;0.0;Perú;Bank Transfer
2024-07-10;89cc78b4-0ee6-4f92-9baa-9b82bd44fd8a;373772581612;Electronics;7;2399.99;0.15;Colombia;PayPal
2024-10-02;10bcc64e-ad2d-46dd-9ad9-d422c5c6531e;877810670988;Clothing;5;129.99;0.0;España;Credit Card
2024-09-27;654a1e13-2a38-49e8-9228-1e2d7013014d;592738512329;Food;8;12.99;0.15;Chile;Bank Transfer
2024-11-04;a9e7ba33-57b8-43fe-ad31-f4f94359c7e8;507755413990;Books;5;29.99;0.0;España;Bank Transfer
2024-06-14;e1a65d18-f034-4cba-811e-ffb0d7c13aee;257959906055;Electronics;2;799.99;0.0;Perú;Bitcoin
2024-08-21;83eb453a-9eef-4d13-8c5d-6af091951a75;299309293124;Food;10;12.99;0.05;México;PayPal
2024-07-25;8136cddd-7ad2-4740-860f-2a246167b4fc;577232790631;Books;7;19.99;0.05;Chile;Credit Card
2024-09-18;cc629c7f-4b1d-4ebe-861b-7ef6b7801714;717238668705;Electronics;5;799.99;0.0;Perú;PayPal
2024-01-24;3ad46be5-7779-4f1a-acf9-d8a3abfd9722;135947897679;Clothing;4;129.99;0.1;Argentina;Debit Card
2024-05-04;bb751cf2-f683-4c4c-a99b-f39f50d84630;191925451358;Books;5;24.99;0.15;México;Credit Card
2024-04-23;43a80c67-c490-454d-99cb-6655f9a46245;223500874725;Food;1;9.99;0.0;España;Bank Transfer
2024-05-31;061bd0b5-33a3-41e4-9171-2f2aecb33339;344966144990;Food;8;24.99;0.0;Perú;Cash
2024-09-29;86cbebfd-d4c5-4f97-a560-22cf47826436;342325873768;Food;1;12.99;0.05;Chile;Credit Card
2024-11-17;3c1f6e4d-9380-4cfe-a8a5-70527ddc9ca2;276373331335;Clothing;5;129.99;0.15;Colombia;PayPal
2024-12-17;3370a15e-1e88-4de0-ad1f-637d2673dfa1;366972649737;Books;8;24.99;0.05;Colombia;PayPal
2024-12-28;5d13eb45-73f1-49da-86b7-95d50995d492;551227084983;Clothing;1;129.99;0.05;España;Bank Transfer
2024-06-29;0763c8b2-7332-4bcd-8969-06fc4da0376f;198635050562;Food;3;9.99;0.0;México;Debit Card
2024-07-27;f0e31d8a-63c3-4146-82c6-b6bb765ba2d6;287978330228;Toys;4;49.99;0.0;Chile;PayPal
2024-07-18;e369f6f4-32a5-41cd-aa09-f4d142cfbca5;329861052950;Toys;7;49.99;0.0;España;Bitcoin
2024-02-07;7902165c-6031-4c59-a7ec-723554729395;678595751489;Clothing;6;79.99;0.0;Chile;Bitcoin
2024-10-29;35b3f179-bca1-49e1-a043-9bc45805118e;486725339600;Books;4;19.99;0.0;Colombia;Bitcoin
2024-11-07;1e6b84ac-1b0b-46aa-a8ba-9a16d53f14f6;441448297868;Food;4;9.99;0.1;Argentina;Bitcoin
2024-06-13;ac875db3-25b2-4dab-bffd-62a8b3742ec8;240600803689;Home;5;89.99;0.05;Perú;Bank Transfer
2024-04-08;c4207061-0209-4bde-abd8-c10469a58484;740708137168;Clothing;6;79.99;0.05;España;Bank Transfer
2024-09-13;7f5fee90-5ad7-45c8-8b65-5f4e07f1abf2;288695893635;Home;1;699.99;0.0;España;Cash
2024-12-29;45456c08-f64d-4cac-adf8-09e2af02499e;202752464716;Clothing;2;199.99;0.1;Argentina;PayPal
2024-07-11;522121a4-45af-49a6-ba2e-fca60892daff;894448682829;Home;1;499.99;0.0;Argentina;Debit Card
2024-07-13;3c5e6a2b-2f93-496d-8a02-221226684572;604259961438;Electronics;4;2399.99;0.15;Colombia;Cash
2024-07-27;bc7d48c7-091f-436d-9413-baf62d79feb2;563252584449;Clothing;6;129.99;0.0;Perú;Bank Transfer
2024-07-06;8d26c34d-0373-4d21-a6f7-77c5ef843c1c;726005768156;Home;6;699.99;0.15;España;Credit Card
2024-07-20;e77e30e5-e253-42dc-83ba-5c93660d51f6;189035493299;Clothing;5;129.99;0.0;Argentina;Credit Card
2024-09-18;a985d4f8-5aa9-4256-99c2-ffef0bf10d2b;648594826223;Toys;3;5.99;0.0;Argentina;Debit Card
2024-04-24;34d18fc0-e2bc-463e-a67b-5b8e7e63ff8f;630291018606;Toys;5;49.99;0.1;Chile;Debit Card
2024-10-09;7947acda-2367-4c71-937b-15c426b3d76b;220306185436;Home;3;89.99;0.2;Perú;Bank Transfer
2024-04-26;34b2b978-11dd-421f-aef1-6ed2a3ba543b;517077443105;Clothing;9;79.99;0.2;España;Bank Transfer
2024-10-26;9b20b423-0614-406b-9a0f-6d424f17670b;349169950520;Books;9;24.99;0.0;Perú;Cash
2024-05-02;78c08dfb-ddcd-4a32-b81d-2b569f8c5175;198180622908;Books;10;19.99;0.0;España;Debit Card
2024-06-24;463d3d0a-9bac-42cb-aeab-fab02299a3bf;317708649713;Food;1;1.99;0.0;México;Credit Card
2024-01-06;26d32c0a-20cf-4d9f-bfff-0c6e0ce39b92;316446800033;Home;10;499.99;0.0;España;Debit Card
2024-11-22;2ab03eeb-3c20-4c1e-a43d-7df737322c10;909212404940;Toys;10;49.99;0.05;Argentina;Bank Transfer
2024-06-15;dfea6dcf-105c-4f47-968e-85fd06314f0c;655703004633;Electronics;10;2399.99;0.05;España;PayPal
2024-10-09;0bb83553-2449-474c-93c4-920f64d11d55;531534429244;Home;3;499.99;0.0;Colombia;Cash
2024-12-19;36c1094b-7a20-4c12-9029-746848a37a27;395616318108;Toys;2;29.99;0.0;Perú;Bitcoin
2024-10-03;2689fb42-3602-44ef-b93c-5dca49d683c3;345509626622;Home;1;699.99;0.0;Colombia;Bank Transfer
2024-04-23;69de84bf-13ba-4eba-8a60-8e9c20fe3177;584470450737;Home;4;499.99;0.05;Perú;Bitcoin
2024-09-16;c430c16d-4421-419f-ae94-d0371dd3c8f4;572747467331;Food;5;24.99;0.0;Argentina;Cash
2024-04-17;9397f3c5-d737-429f-af86-e6032873f1cc;956026172546;Home;7;699.99;0.0;México;Credit Card
2024-06-24;cc483ac4-ddc6-4ec5-827a-52096b211efb;884093752198;Home;3;699.99;0.05;Colombia;Bank Transfer
2024-12-06;3d407fa2-1d6f-4f3c-914b-387f56043dd1;884487500200;Home;2;89.99;0.15;Argentina;Debit Card
2024-08-07;0f7839e8-f950-47e2-83cc-47df32f430ac;645359409256;Clothing;1;39.99;0.15;Chile;Cash
2024-12-21;3ac3fa9a-7d35-40a3-8b42-2008d21dd7f2;935270959281;Home;10;699.99;0.0;España;Bitcoin
2024-01-21;73fbea0e-1d27-4110-b96c-277376a83411;912880944185;Food;10;12.99;0.0;Perú;PayPal
2024-10-08;552bd24e-6178-4442-bbaf-9c6544acfd37;163871538278;Electronics;6;2399.99;0.0;Perú;Bank Transfer
2024-07-13;12340a29-36bf-4a38-b3e8-9a15993f1cc5;617130375323;Toys;4;499.99;0.15;Chile;Debit Card
2024-03-14;e972383e-0cba-400e-8ae1-62aba37b22c2;151162968198;Home;7;159.99;0.0;España;Credit Card
2024-09-25;59497c91-3bcc-430b-bf1c-72fa6ff9196a;130303963383;Clothing;1;39.99;0.0;Argentina;PayPal
2024-06-16;77d2f993-7fb5-4ead-979b-aba681f60270;349106121144;Electronics;6;999.99;0.05;España;Credit Card
2024-06-25;ba8cf993-7516-4281-8f13-e7571e04fc80;184229442769;Home;6;159.99;0.0;Chile;Debit Card
2024-07-02;7c39c252-01ad-45f5-93a3-5ec1ead6cd79;255145262108;Electronics;5;799.99;0.0;México;Bitcoin
2024-05-19;c3b1e83b-f812-4f61-9bf4-e3feb327c96d;974322471412;Home;5;89.99;0.0;Colombia;Credit Card
2024-08-03;0a605daf-b20e-4cc8-be2d-7dd079fb30c8;622633572024;Clothing;6;79.99;0.1;España;Bitcoin
2024-03-08;316f10b1-4f46-4447-8401-15f24b8da476;934091733473;Books;1;24.99;0.0;Chile;Credit Card
2024-10-25;a95e4396-e951-423a-a8c1-b7a884b5cdc4;212010040007;Home;5;499.99;0.15;España;PayPal
2024-02-10;866111ea-237c-47be-98f5-6fb98912b02d;846330894631;Home;9;89.99;0.2;Chile;Bank Transfer
2024-03-22;5e6022f3-e176-4acd-893d-cd08a8360c47;379879640025;Food;5;24.99;0.0;Chile;Bank Transfer
2024-11-12;3e67f2ae-ce65-4a37-8f05-736b7c34a794;647348501777;Books;9;29.99;0.0;España;Cash
2024-12-07;33958d69-f1e1-4262-a836-8f9fae6e2507;390658638275;Home;5;159.99;0.15;México;PayPal
2024-06-05;be3745c2-479c-47bb-8ea8-f092930f6c55;320750221004;Home;7;159.99;0.0;España;PayPal
2024-02-10;cfba2cdd-ae1e-42ed-a09d-3ce0a6e0c7e5;554553805278;Food;6;12.99;0.0;Chile;Cash
2024-06-26;f7de5b64-9d4e-4acb-a5aa-fb02994f289a;288667610038;Books;6;29.99;0.1;España;Bitcoin
2024-03-23;05e9b199-b6e9-4bc9-b607-214e6cceb725;947438623699;Electronics;7;799.99;0.0;Perú;Bank Transfer
2024-04-08;fe3488bb-6c55-425d-bbaa-c9f8e0ef558c;412776846412;Books;9;14.99;0.0;México;Bitcoin
2024-01-29;b997a1ea-42fb-4dd7-a626-5ce4dd750feb;786849676850;Clothing;10;39.99;0.1;Colombia;PayPal
2024-11-07;5c5f7b4a-a53a-4634-9402-5dbca319f3b9;535804454893;Clothing;10;79.99;0.15;Argentina;Debit Card
2024-07-01;28f1ca87-5d1f-4895-9e2a-8f4ce2618984;710674988785;Food;9;12.99;0.05;España;PayPal
2024-08-14;b44939a4-817e-4150-a233-5518a94cf19e;810939452703;Clothing;9;199.99;0.0;Perú;Bank Transfer
2024-01-03;39f63dd8-7f34-4599-b04e-211dec1c32b4;506051359772;Clothing;7;199.99;0.0;Argentina;PayPal
2024-04-12;3f44d05f-cc85-45ae-aceb-578008978dc8;563736031183;Books;8;24.99;0.15;Perú;Bitcoin
2024-10-25;1a5a2f75-3166-43b9-aad1-e2572bab5c16;586489760748;Books;2;19.99;0.0;México;PayPal
2024-03-01;dc3c33bf-b809-4fee-82a4-a015b10a15bf;925393590544;Books;7;24.99;0.15;Perú;Cash
2024-04-05;2059b21d-a216-43d7-b515-1fbdd5941baa;776702399206;Books;8;19.99;0.0;Argentina;Debit Card
2024-11-22;cdccd65b-c909-4dfc-b9d0-6d1d7c80f58f;169570147292;Home;1;159.99;0.15;Colombia;Bank Transfer
2024-11-20;3783e619-bbfb-4bb4-b9f8-e4df41a0f623;153748516914;Food;2;24.99;0.05;México;Cash
2024-08-13;42ec3493-1f64-417b-b688-7a0491dd4228;272403236948;Clothing;8;39.99;0.1;Argentina;Cash
2024-06-25;5687d178-b8d8-493b-a1f0-eefea4d423d9;994226419013;Clothing;4;39.99;0.0;Chile;Credit Card
2024-08-12;94816206-118d-4dc7-87ad-9398d236d9c4;485417872090;Clothing;10;39.99;0.15;México;Bank Transfer
2024-12-16;94d40a4b-6891-4619-9b38-b3eb7cc80e81;380599597853;Food;5;12.99;0.0;México;Bitcoin
2024-06-15;3d6b7801-e7ca-4f65-811f-075487ec41b5;767251028898;Food;9;12.99;0.05;México;PayPal
2024-03-08;b7565e7e-9738-4c5a-9f1a-301c19980143;428984260384;Books;7;29.99;0.1;Perú;Cash
2024-12-06;f189ca8f-af40-4bb9-983a-672de047fea0;161469170299;Books;3;29.99;0.0;México;Credit Card
2024-03-06;d0fe9e4f-acb3-4795-b2dc-425503b0f49a;596844909622;Home;7;159.99;0.0;Perú;Bank Transfer
2024-08-31;d16b40ef-e67a-434e-85c8-0de7dd0d0ba2;217016978770;Books;5;19.99;0.0;Perú;Debit Card
2024-11-29;40684df3-b02f-450e-9130-d71d4f90aae0;456138940315;Toys;6;29.99;0.2;Perú;PayPal
2024-08-13;81fbef16-37c5-4621-95ab-7c537a9de82f;150578449926;Food;3;24.99;0.05;Perú;Bitcoin
2024-06-20;0cf0581d-f097-4276-933f-7be6a987d051;530055662000;Home;5;89.99;0.0;Colombia;Cash
2024-11-27;04debb52-d439-4da6-977f-e127b4d22834;107602694995;Toys;4;499.99;0.2;España;Credit Card
2024-03-14;fa7b14ce-0057-48e3-8126-b1887c15bc45;606016732351;Clothing;7;39.99;0.0;Perú;Cash
2024-04-27;137ab63e-f027-4d46-b3b5-36ea66e9ce11;966755464828;Home;5;499.99;0.0;Chile;Bank Transfer
2024-08-20;a1e4855f-cbe2-4d25-8f59-472d8f130638;312242552722;Toys;4;5.99;0.0;Perú;Debit Card
2024-08-02;16432323-9885-49e3-9ad3-8c64579f439c;759288163022;Books;2;14.99;0.0;Colombia;Bitcoin
2024-02-10;d4c66f9a-a690-4210-a9e2-161c49e8989a;415662701908;Clothing;7;129.99;0.0;España;Debit Card
2024-07-31;bf73789e-7f0d-4787-8c46-3e818f661a4a;238894593407;Toys;7;29.99;0.15;España;Bank Transfer
2024-10-08;401af47c-4073-44ad-8062-efb956b20f15;270393455966;Electronics;6;999.99;0.0;Perú;PayPal
2024-09-18;f882ce22-fe19-41dd-9432-e2639dc8de0f;533525271456;Home;6;499.99;0.0;España;Cash
2024-05-26;b313501b-2efd-4185-bbec-2bf57285584d;907871080748;Toys;5;29.99;0.05;Colombia;Debit Card
2024-12-20;a1e4c1c9-0243-43c4-9eae-38445e008fb2;501158221180;Food;9;1.99;0.05;Colombia;Debit Card
2024-04-06;ff393148-ea4e-4d4d-9b47-c336d56d0347;497429911315;Home;6;159.99;0.0;Colombia;Debit Card
2024-11-14;c9ecc439-e0a6-4bfd-91d6-e08f36410946;121525412994;Books;8;14.99;0.0;España;Debit Card
2024-09-26;42e4cb3c-6f92-4027-9405-5712ec4a6dc9;838088807291;Books;4;19.99;0.1;Chile;Credit Card
2024-07-16;6bc790b8-8ba8-4dbd-a50c-f7dbdfdd38f8;898881235127;Home;4;159.99;0.0;México;Debit Card
2024-05-16;07ed00b6-fdf5-4102-8e0f-4ebf8410a5bb;901644495460;Books;7;29.99;0.0;Argentina;Bank Transfer
